Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,884811163,884080493,895683380,918644019,941205716,964393486,990895866,1016638561,1043384828,1071859681,1101191924,1131150405,1159394712,1186691481,1212479337,1235769316,1257283747,1277634904,1298297421,1319182209,1339615160,1360714010,1384060325,1407492473,1429843232,1452832120,1477285491,1503204089,1529464061,1555164786,1580447407,1604798136,1627823212,1650184274,1672325604,1693952154,1715256519,1736404220,1756774303,1775819557,1793649873,1810599718,1826844868,1842469495,1857622964,1872697597,1887496209,1901960228,1916309337,1930470829,1944510719,1959494275,1976386829,1993077336,2009149689,2024511016,2039794828,2055414680,2068898629,2080648616,2090523535,2097669023,2103055378
Euro area,EMU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,4473990568223.33,4642789301130.28,4869880952065.33,5169456889222.7,5335589165169.3,5294376978462.68,5560526728082.73,5732112502430.8,5911165622757.07,6140131909515.7,6272718730221.72,6305585180881.71,6350528410581.19,6438810152041.26,6591972753678.12,6744437579104.21,6913555323887.89,7088715097843.84,7393949395848.27,7697071246732.81,7974462421799.51,8187968905058.68,8304048381666.34,8249122312116.69,8452067328468.31,8656637190908.74,8802972391421.46,9041341292752.34,9315868672148.48,9592077362004.39,9962826757383.8,10181586744693.3,10277329454132.5,10347442424831.4,10584805768747.7,10762788402386.7,11110518536741.4,11444017071173.6,11491701060288.5,10972145232621.1,11211412476316.7,11403601752160.3,11307602528749.5,11282761721509.6,11441014350464.7,11675505777208.6,11893140042921.3,12204477888061.6,12422126283659.7,12618890635984.5,11845049055370.4,12483102938273.7,12917567228320.3
Euro area,EMU,Land area (sq. km),AG.LND.TOTL.K2,..,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410276,2410156,2410096,2410066,2410056,2410066,2409996,2409986,2409986,2409956,2409966,2409966,2409966,2409966,2409966,2409966,2409966,2409966,2597403,2645493,2645483,2645473,2645463,2645423,2645393,2645353,2679346.46,2678816.46,2679296.46,2679726.46,2679346.46,2679206.46,2678576.46,2678636.46,2678097.66,2678017.26,2679328.66,2679164.46,2679474.16,2680874.66,2680862.06,2680277.66,2680670.06,2679948.51,2680001.939,2679977.496,2679977.105,2680151.404,..
Euro area,EMU,"Population, total",SP.POP.TOTL,265244987,267560575,269908375,272291865,274700502,277152064,279493076,281569488,283541878,285520189,287132409,288760854,290738967,292589758,294228495,295703101,296989401,298187020,299437892,300714553,302069207,303281880,304153938,304769779,305259133,305820205,306560814,307385781,308391957,309690207,311093477,312722340,314170604,315455737,316374506,317190243,318013083,318773136,319446441,320272154,321324622,322562386,324141533,325904835,327702192,329398861,330939600,332660837,334290264,335377620,336171621,335442349,336183135,337328817,338486932,339514675,340509447,341246081,342065158,342452734,342913447,343067846,344519132
Europe & Central Asia,ECS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,7707852313976.86,7991722216396.23,8370533913207.21,8874636263546.09,9066384998934.39,9017873572076.7,9440957807356.17,9709769354316.96,10023376985253.4,10400649958994.6,10539738660097.3,10589891772325.7,10690494759348.6,10901438096628.5,11189894302701.7,11503639047473.1,11820751930031.6,12185681037170,12703444209826.9,13152391995099.6,13459248848313,13517563758814.2,13447633678770.8,13349174849998.8,13513850444229.4,13802869356106,14036773980129.9,14460952152843.2,14835735769940.3,15261619775668.6,15921996872765,16271905114110.5,16529243996990.8,16825460942376.2,17360306361927.2,17822387227946.8,18505249132739,19179439777362.9,19376349704078.8,18515473014861.4,19012819439300.4,19456016485835.9,19524579723621.6,19690513352655.6,20069633175003.9,20487299241754.5,20884300529579.3,21484422841442.5,21951701108144.9,22346601711910.3,21095309435628.1,22355579171801.4,23055684845348
Europe & Central Asia,ECS,Land area (sq. km),AG.LND.TOTL.K2,..,5483173.727,5483153.727,5483163.727,5483163.727,5483153.727,5483143.727,5483133.727,5483123.727,5483123.727,5483113.727,5483103.727,5483103.727,5483103.727,5483073.727,5482953.727,5482873.727,5482853.727,5482853.727,5482814.437,5482734.437,5482714.437,5482704.437,5482664.437,5482674.517,5482674.597,5482674.677,5482674.757,5482664.837,5481674.917,5481674.997,5481785.077,27114827.157,27236451.237,27231617.317,27228617.397,27228272.181,27297611.964,27300059.746,27306847.527,27344059.768,27342569.547,27341867.326,27342375.104,27342358.881,27342279.657,27438907.432,27438749.207,27437291.809,27438179.811,27439415.612,27439247.813,27439386.915,27440674.775,27440271.616,27444550.257,27444905.087,27444169.807,27444846.536,27444670.143,27440570.424,27440754.488,..
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,666273660,673957844,681809362,689682704,697559598,705233118,712077088,718884137,725451120,731787358,737398504,742959749,749086046,755000965,760680926,766169722,771592697,776918691,782220413,787502492,792890531,798088129,802876253,807523838,812373901,817313920,822429830,827666924,832965846,837807042,842030509,846364518,849816712,852735458,854892657,856511549,858209225,859711482,860876126,861848594,862786211,863909133,865474170,867701442,870270838,872913705,875627934,878767025,882357452,885846236,889222824,891279641,894762079,899035925,903601049,908123143,912374705,915855417,918782553,921179725,923104113,923419216,920631231
Europe & Central Asia (excluding high income),ECA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1964750027323.81,1936123537808.41,1841058084065.48,1644657035070.46,1547101181949.17,1374338371576.65,1348792078388.9,1347279695126.71,1385793370474.76,1364134261527.68,1396275248187.37,1513889619567.21,1553997619741.44,1639288830369.1,1753059626555.24,1898374125068.11,2038064101105.32,2204894502277.14,2376922793578.08,2477536830167.77,2335664836517.41,2467420509174.72,2622529146199.86,2726782752388.43,2837120554848.66,2895283118746.92,2921688285552.26,2967776721991.1,3084310346535.37,3181879737559.25,3253242200569.4,3213995562705.9,3452865040153.75,3478873875203.72
Europe & Central Asia (excluding high income),ECA,Land area (sq. km),AG.LND.TOTL.K2,..,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,22297355,22293629,22288755,22285785,22285351,22286032,22288521,22295340,22298628,22297669,22296328,22296325,22296560,22296652,22393931,22393804,22392906,22392815,22392760,22392687,22392677,22392696,22391561,22396381,22396389,22396398,22396476.3,22396429.9,22393160.6,22393223,..
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,255726092,259951519,264183560,268409373,272634858,276765568,280229181,283724914,287193204,290573749,293778738,296973298,300232316,303473218,306715687,309908273,313279489,316709884,320113560,323503833,326937470,330361478,333758267,337282816,341087935,344882487,348685710,352545820,356321047,359435266,361859039,364392348,366266798,367513928,368354275,368905312,369661127,370276347,370591102,370546751,370646199,370739184,370807684,371072025,371533136,372077135,372780224,373795966,375281256,377054106,379132241,381278903,383476086,386051693,388842371,391695432,394321096,396482489,398076771,399592320,400811771,401537489,397493238
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2323560655884.53,2289706280605.72,2163306485983.71,1959389926267,1869038379282.64,1708087143789.2,1703437994317.69,1721360346731.2,1771732570295.76,1760258148688.38,1803651572516.28,1937104670743.5,1987332500114.47,2086938231578.36,2215936519943.77,2390290385343.37,2549084988156.82,2749190865750.53,2958803955985.11,3090643195905.7,2946284934877.71,3082778395140.95,3265477469861.01,3378300477668.62,3492624051504.18,3574287210059.7,3627425557555.83,3694494725634.67,3853066353805.37,3994797024921,4100506921645.41,4036741517304.92,4333024091089.27,4402620635017.7
Europe & Central Asia (IDA & IBRD countries),TEC,Land area (sq. km),AG.LND.TOTL.K2,..,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1443300,1443300,1443410,22889015,22885289,22880465,22877475,22877141,22877832,22880311,22887140,22890540,22889581,22888400,22888479,22888854,22888926,22986195,22985978,22985070,22985119,22985054,22985051,22984881,22984900,22983795,22988615,22988623,22988632,22988690.3,22988583.9,22985330.6,22985363,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,307910628,312638061,317365322,322144898,326946310,331523017,335436332,339584994,343653318,347522680,351105688,354649640,358396487,362136260,365914675,369729137,373723357,377714601,381611709,385436316,389318684,393224644,397098723,401073356,405312901,409518788,413700116,417903040,421958403,425325513,427949024,430328718,432000567,433339079,434279162,434804610,435461598,436014905,436294062,436191659,435816101,435418872,435070718,435154320,435471706,435872410,436426410,437109725,438254595,439878377,441717333,443770308,445864843,448331271,451001474,453701064,456167799,458170561,459613334,460994696,462023771,462283493,457865503
European Union,EUU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,5131809467034.97,5318327335398.82,5571468439496.01,5906259458147.56,6089101815223.16,6048800043936.01,6344715169193.78,6527100610710.83,6726193014197.11,6986640047218.75,7131629392621.71,7168147154167.22,7226390958473.62,7331089825836.28,7514098323391.72,7690897287795.23,7889771677275.22,8088622687790.83,8425308898326.82,8755423982776.34,9051583060152.1,9219841890645.03,9326802431882.35,9273296108980.06,9519256909609.22,9772761454742.16,9956644012006.91,10220853677753.1,10528613378896.9,10839117790859.2,11261934611389.7,11507001484408.3,11634849840467.8,11740537154893.2,12044944324418.9,12276809838916.2,12705750133021.6,13106690381062.3,13190670090993.6,12617093477428.1,12897831843051.8,13142055460014.9,13050068865712.3,13039128329666.7,13247427929116.7,13553055207692,13821024591389.1,14213334805508.8,14506976287415.7,14769099916681.3,13931345804476,14693196421178.3,15213374833961.5
European Union,EUU,Land area (sq. km),AG.LND.TOTL.K2,..,3594945.7,3594925.7,3594935.7,3594935.7,3594925.7,3594915.7,3594905.7,3594895.7,3594895.7,3594885.7,3594875.7,3594875.7,3594875.7,3594845.7,3594725.7,3594645.7,3594625.7,3594625.7,3594585.7,3594505.7,3594485.7,3594475.7,3594435.7,3594445.7,3594445.7,3594445.7,3594445.7,3594435.7,3593445.7,3593445.7,3593555.7,3836902.7,3962252.7,3962292.7,3962262.7,3962352.7,3962262.7,3962222.7,3962192.7,3996118.16,3995588.16,3994398.16,3994880.16,3994620.16,3994330.16,3993670.16,3993620.16,3993061.36,3993990.96,3995282.36,3995188.16,3995337.86,3996728.36,3997475.76,3996852.3,3997244.7,3996523.15,3996556.579,3996440.586,3996449.167,3996581.774,..
European Union,EUU,"Population, total",SP.POP.TOTL,356947129,359937892,362998792,366152978,369387359,372533839,375563155,378512582,381280912,383958527,386116472,388229403,390859355,393386261,395778659,398096151,400211366,402170665,404056840,405879948,407760829,409490677,410875285,411956706,412891310,413866961,414996545,416199247,417528527,418925771,420308868,421744728,422972438,424347768,425406851,426212138,426906931,427549432,428122323,428828749,429342455,429910140,430898141,432434810,434059923,435600393,437014860,438484072,439892213,440934530,441552554,440769682,441419873,442496175,443601373,444570054,445515422,446215182,447001100,447367191,447692315,447179800,447956050
Fragile and conflict affected situations,FCS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,361671120299.125,409726129051.655,465396432737.859,509824358114,523693883072.648,545562755531.27,598569245712.432,596353610374.847,640551088073.627,668392790020.735,660402039270.193,698158157186.44,740820124003.036,710800661337.135,702576609203.94,669162614599.737,664803903055.472,686026200688.452,700191450168.479,730382392990.37,753986750261.31,758480155092.494,796674207016.308,736651690953.258,741339891188.174,729821043390.665,702082738732.976,702558870121.751,727959865777.797,764002704541.592,807934371430.973,834737101284.819,880159166657.097,918220010589.547,960852140315.919,972707051720.554,1080283420235.78,1143369732764.53,1210368445839.98,1283104347520.43,1347706433422.01,1386549522504.6,1482832698266.4,1482909070378.31,1555054949282.93,1609139513848.51,1644069392954.73,1659059960949.31,1698811496636.84,1741053382034.25,1786564182926.18,1826112954933.53,1745611832321.61,1779456490399.24,1798998775792.72
Fragile and conflict affected situations,FCS,Land area (sq. km),AG.LND.TOTL.K2,..,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606141,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19606621,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185961,20185771,20334210.922,20334236.092,20334378.252,20334454.665,20334196.89,20331169.284,20331097.055,20331155.05,20454945.142,20454640.326,20454563.467,20454617.128,20454324.968,20454293.053,20454358.143,20454370.404,20454301.094,20454306.094,..
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,245011384,250272662,255747541,261378272,267180143,273124351,279159120,285348867,291730814,298251790,304912795,311811738,318912229,326245504,333958141,341954459,350470843,359057264,367505626,376328233,384851768,392898821,401556230,410791308,420442959,430359853,440195317,450167244,460110602,470589503,483047361,493847579,506292313,519880341,534413493,548545703,560925893,573118372,585815261,599148682,612628069,626414685,641818620,658026690,674005044,690401342,707149927,723853346,741306396,759795159,778717407,797785010,817412582,837410155,857018106,876436311,896272698,916427867,936721531,957785553,979763631,1001814433,1019139254
Heavily indebted poor countries (HIPC),HPC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,122120723665.754,121753145452.001,130765599597.342,134356632291.393,138329751840.273,143879778145.643,147403424845.154,150091105565.821,156544120306.302,163782340117.829,171180105926.107,178662883388.22,180879955983.743,186674311578.717,197570787805.465,202915351156.266,212609510368.819,221265603734.96,225412334931.209,226015466448.335,226795694089.482,234472247362.197,236672451432.529,238111670008.769,240017488692.022,242588838715.262,250548645808.568,260054255611.262,262574956631.558,268813717373.943,267019093016.555,269370810007.664,268215030053.169,270380266323.818,270643466973.024,284421387496.951,299080825986.24,317660812159.041,328527204098.917,338345232986.757,348423732592.487,362461939338.374,375250300518.43,390384152502.396,412254728203.532,435219156783.762,460906840858.153,486178726960.785,512928145163.896,529622476522.258,561117518972.779,583119110007.511,598350401071.59,631544121419.812,668040838327.419,698814203077.249,729367949335.906,764307797634.675,794006170807.406,827085297810.065,828710895594.716,861066339888.608,900049747114.654
Heavily indebted poor countries (HIPC),HPC,Land area (sq. km),AG.LND.TOTL.K2,..,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753451,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19901770.922,19901816.092,19901808.252,19901854.665,19901816.89,19901849.284,19902537.055,19902820.05,19394820.142,19394782.326,19394735.467,19394789.128,19394796.968,19394785.053,19394800.143,19394812.404,19394766.094,19394766.094,..
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,163453961,167427839,171555341,175832578,180294830,184949176,189744990,194742549,199980949,205388448,210973069,216706865,222495959,228507880,234861273,241415576,248105304,254798463,262035002,269571043,276049311,282020641,289043160,296920640,305097813,313452117,321846502,330566338,339527267,348860257,358121820,367531126,378502714,390576688,402287229,413913354,425839678,437721228,449883034,462533086,475127894,488040621,502494432,517663749,532571131,547936900,563930944,579864063,596301357,613535903,630953183,648927117,667520863,686620331,706617213,727129254,748356635,770390212,792615894,815100831,838066650,861156745,884288332
High income,HIC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,8837197827051.84,9222778179034.8,9744960444542.23,10260572242018.3,10911942726756,11510178951659,12189132456456.6,12719234385145.1,13480668265037.7,14203209381660.9,14643343214528.9,15211723971279.5,16053210223004.1,17064935028089.3,17236884266729.3,17217809655434.3,18102171492218.8,18826324258708.9,19626588655822.6,20433658381776.1,20689272864923.2,21082627197914.1,21030823101149.5,21622381364596.2,22639658420324.6,23449166749877.3,24216126986490.2,25062047132834.8,26253209222786.6,27269388132760.3,28089174930291.4,28461177116383.5,29074001897932.3,29480332641893.6,30461455689752.4,31332531594061.6,32273079094885.5,33403717006896.7,34365021394783.5,35561016931322.8,37028223006281.4,37575514098516.5,38157163774374,38992083508151.9,40325004841955.8,41487153873583.2,42762180280164.3,43917442867497.6,44158587363766.2,42723254105305.3,44015812041124.6,44870887890415.7,45504835123805.9,46186362156557.8,47155196873613.1,48273634988451.5,49162827046294.9,50335114081111.8,51523170432332.8,52428249025589.3,50204472008919.6,52884272945591.4,54365601569658.6
High income,HIC,Land area (sq. km),AG.LND.TOTL.K2,..,34973429.727,34973409.727,34973419.727,34973419.727,34973409.727,34973399.727,34973389.727,34973379.727,34973379.727,34973369.727,34973359.727,34973259.727,34973259.727,34973229.727,34973139.727,34973059.727,34972929.727,34972929.727,34972890.437,34972620.437,34972700.437,34972480.437,34972440.437,34970950.517,34970850.597,34970950.677,34970850.757,34970840.837,34969850.917,34969850.997,34970421.077,35213788.157,35339138.237,35339178.317,35339208.397,35339197.181,35407855.964,35407814.746,35407783.527,35444478.768,35444233.547,35444928.326,35445471.104,35445252.881,35445121.657,35444506.032,35444526.407,35429552.009,35430601.311,35432036.312,35432466.713,35432740.815,35434127.075,35434525.916,35434006.657,35444118.587,35443399.607,35444070.136,35444024.143,35443200.724,35266437.488,..
High income,HIC,"Population, total",SP.POP.TOTL,780138593,789918790,799922883,809831666,819716063,829301955,838420656,847172799,855824550,864581951,873281935,883628458,892701235,901467097,910065838,918459692,926268687,933977783,941758606,949816222,957608950,965344988,972633145,979407389,985784657,992224395,998874393,1005670379,1012656998,1020150995,1027500717,1035875187,1044477102,1052626906,1060148248,1067301466,1074550287,1081668120,1088601219,1095437130,1102139639,1108870086,1115681856,1122515138,1129571825,1136981371,1145510251,1154791752,1164409232,1173066945,1180459116,1185474102,1192042103,1198818424,1205686277,1212444178,1219354936,1225545879,1231512170,1236715327,1241726323,1241269526,1244899026
IBRD only,IBD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1846348930986.23,1866419840593.39,1923519224043.95,2011991659369.54,2172703279277.37,2303101095076.78,2430553347719.26,2530297250053.46,2680478810693.38,2891436438632.6,3115641682904.7,3313425788255.17,3531499939023.6,3782749165778.4,3992902783096.81,4180435479245.05,4433958083613.44,4637435897162.33,4825755645503.31,5052040036005.46,5310529178774.67,5441707713044.83,5599809145439.42,5704085517152.31,5991836357043.7,6257344969185.94,6516235691705.93,6849009912765.41,7125943812631.85,7351635045622.91,7492826194215.83,7583341634950.3,7711543075414.01,8008597847436.74,8304426644325.96,8640147519498.06,9119358955031.29,9604648943756.99,9853599852282.56,10224967104539.2,10828134729539.8,11223839622075,11741747263430.8,12445734832291.1,13403206233893.1,14371863971904.8,15562614189768.9,16963443969409.8,17970854866959.3,18488901519025.3,19935570067217.9,21211790152935.7,22371018329157.2,23546042410107.8,24678741427873.1,25774291128877.2,26958488160319.9,28372639037261.3,29775046182152.7,30962528368576.6,30554700301187.7,32824484468822.9,33978003060494.8
IBRD only,IBD,Land area (sq. km),AG.LND.TOTL.K2,..,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169800.742,50169730.742,50169690.742,50169670.742,50169540.742,50169540.742,50169540.742,50169540.742,50169450.742,50169450.742,50169450.742,50169450.742,50169450.742,50169450.742,50169450.742,50169450.742,50169450.742,50168460.742,50168460.742,50169030.742,70857475.742,70853749.742,70848925.742,70845925.742,70845581.742,70846272.742,70820271.742,70827100.742,70871444.742,70870563.942,70868842.168,70875721.758,70875878.519,70878720.891,70978961.493,70978372.893,70977721.887,70975253.134,70975600.418,70975596.947,70975608.946,70974998.383,70975210.921,70975231.4,70975251.4,70969019.4,70969164.3,70968327.9,70965228.403,70980294.47,..
IBRD only,IBD,"Population, total",SP.POP.TOTL,1904346683,1926042536,1960606353,2007060959,2053555416,2100537138,2150132295,2199465757,2250275429,2303176093,2357214919,2412347838,2466417742,2520234213,2573217828,2624579934,2675380390,2725378600,2775385281,2826107994,2877606021,2930839842,2986590983,3042642812,3098522669,3155346593,3214034939,3274474604,3335241965,3395099883,3454425770,3512455528,3567767393,3621503071,3674720648,3727380975,3779600328,3831608284,3882839036,3932457638,3980362565,4027427875,4073344085,4118689510,4164013241,4208938572,4252600296,4295135714,4338335015,4382233995,4425837971,4471134545,4519075289,4568406106,4617515110,4665080901,4710745609,4755029370,4795958028,4833831131,4867842440,4895306842,4914355242
IDA & IBRD total,IBT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2144021015306.79,2167427660109.92,2243235468182.5,2346365218649.94,2522383302950.35,2667523294808.42,2797232603084.72,2884141131293.22,3046753351310.02,3292694635700.72,3560665736241.38,3787120534371.98,4010023771185.76,4280065355986.84,4529778590914.07,4712788222214.81,4998109002094.1,5226454196060.05,5417648965145.28,5664787445652.99,5943860099067.19,6069428169680.86,6224871579755.72,6321048939700.4,6614007568187.06,6903729394681.84,7181117151456.67,7537001136931.74,7845722371506.21,8087517408051.54,8257729017760.89,8363047390496.37,8507954110572.97,8813554177085.92,9117699377504.1,9482770969155.4,10003097636823.1,10524403734481.6,10804859966193.7,11203576026156.4,11845228557468.6,12283442876764.6,12858125795147.3,13617700745465.4,14652718891300.6,15697236968627.2,16968871670822.1,18454868185525.8,19537461662006.1,20131704567770.3,21681113004941.8,23028693345957,24242516542153.5,25515448682709.1,26758059573279.7,27922343491136.9,29175177123518,30675254408679,32174570479062.7,33455114478969.4,33037218759023.7,35404994490111.7,36670041224802.6
IDA & IBRD total,IBT,Land area (sq. km),AG.LND.TOTL.K2,..,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223734.742,74223664.742,74223224.742,74222944.742,74222814.742,74222814.742,74222814.742,74222814.742,74222724.742,74222724.742,74222724.742,74222724.742,74222724.742,74222724.742,74222724.742,74222724.742,74222724.742,74221734.742,74221734.742,74223184.742,95668789.742,95665063.742,95653316.742,95650316.742,95649972.742,95650663.742,95624662.742,95631491.742,95686750.742,95685815.942,95684094.168,95690749.758,95837639.441,95840462.983,95940866.745,95940518.558,95939602.777,95937134.418,95938066.473,95938292.997,96062086.088,96061356.709,96060348.388,96064420.528,96064166.368,96057839.453,96057915.443,96057059.774,96053974.497,96069043.564,..
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,2297972283,2329503799,2374276327,2431314278,2488809469,2547220471,2608583276,2670092279,2733532608,2799372212,2866379293,2933804351,3000609403,3068507571,3136139717,3202366239,3268150880,3333671715,3400306889,3468586480,3537803261,3609060683,3683951411,3759700941,3835415425,3912715182,3992266322,4073992562,4156275472,4238116885,4319686835,4400104121,4478741276,4556953494,4634770438,4712144657,4789545395,4866752668,4943424234,5019066614,5093905754,5168706338,5243283354,5317576423,5391795246,5465994258,5539726956,5612900975,5686803916,5762172064,5838773450,5917666583,5998533722,6079930346,6161220418,6241658900,6321546801,6401430493,6479097568,6554880543,6628068247,6695340280,6754326592
IDA blend,IDB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,113627749079.286,115073052104.284,120091131447.771,129642485490.302,136345585362.553,144049674301.845,143565276911.083,131917980259.064,134852576100.312,156511059424.666,184907419853.694,204958147844.816,213435445699.539,225579382504.469,245107058168.705,239805674747.391,255129042705.576,268536759180.847,266724773702.597,282690882378.882,298189355925.774,285052246222.048,281579952861.569,272713921008.173,277076804450.482,294022476287.258,302400547162.495,313822749075.835,333852119042.133,344006952519.236,366384340016.534,373391049021.485,384299916001.957,383217864039.157,386321611730.175,393751210922.054,411935867850.853,420261997121.835,431654363709.241,440741694676.486,457010441407.636,476973665354.285,510905494106.328,537030574473.323,577390944321.891,611790786841.087,647292569500.151,684773597346.043,713028426840.567,755190406509.045,801625011507.529,839300305240.561,877535054598.185,926417281441.233,980404709641.756,1017844957897.42,1034835523314.23,1060951873314.01,1100861676404.26,1131350421472.08,1115646984893.04,1172230880573.59,1225440348414.64
IDA blend,IDB,Land area (sq. km),AG.LND.TOTL.K2,..,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,4369370,4369370,4369370,4369370,4369370,4369370,4369370,4369370,4379935,4379881,4379881,4379847,4379823,4379819,4379820,4379954,4379937,4379915,4379862,4379779,4379770,4379759,4379759,4384570,4384561,4384558,4384557,4384525,4384620,4384623,..
IDA blend,IDB,"Population, total",SP.POP.TOTL,120380760,123340386,126404800,129620425,132967846,136452685,140064295,143768745,147587480,151541193,155624492,159733122,163971973,168493744,173258876,178302609,183596504,189140778,194898741,201038256,208214579,215974148,223423864,230352378,237102216,244392341,252086615,259986149,268068057,276216577,284421830,292714523,300471959,308233041,316476824,324995506,333878799,342814697,351849692,361007750,370910722,381142622,390704440,399995493,409622323,419337831,429250772,439576756,450269469,461410153,473204510,484919898,495868522,506443358,516900084,527175885,537358412,547984961,559155599,570633332,582637127,595016031,607735968
IDA only,IDX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,176567542894.916,189303509819.876,192876673686.316,201822561117.815,208475731995.87,213108685020.614,216377732414.93,226932569687.543,237096304767.18,247678336045.22,253492008979.574,250552369003.467,257191341194.523,274498025172.44,279093239578.512,294572815243.225,304975889191.347,312516359991.911,316071042100.579,320378492396.809,332567188282.623,336341000019.823,340584567177.908,344629585026.373,351483878113.228,362795580697.952,376122052647.171,386196889233.533,392992574230.069,398111947214.231,405991331335.046,411615636783.043,421310747738.49,426419966471.708,448662808069.032,471568093434.767,499558656108.439,519930991654.344,538268971353.328,560209150780.031,582799924890.173,605353488656.175,634687656461.638,671572464190.954,712897333657.528,758049723607.924,805369537577.31,852337293175.452,886092283546.247,942448194425.954,976266343917.018,992758914401.166,1041705609077.1,1097425464681.43,1128875314597.24,1180743128840.72,1240780732478.25,1297895388281.04,1360462672304.96,1365894309298.57,1407420110159.27,1465599192003.89
